run_timestamp,scale_tag,train_file,test_file,output_file,report_metric_space,use_log_target,split_mode,train_size,valid_size,train_time_range,valid_time_range,rent_best_iteration,rent_validation_rmse_objective,rent_final_validation_rmse,rent_training_seconds,rent_top_features,return_best_iteration,return_validation_rmse_objective,return_final_validation_rmse,return_training_seconds,return_top_features,cb_loss_function,cb_eval_metric,cb_learning_rate,cb_depth,cb_l2_leaf_reg,cb_random_seed,cb_task_type,cb_devices,cb_od_type,cb_od_wait,cb_iterations,cb_log_eval_period,train_valid_test_size,train_valid_random_state,categorical_features
auto_cb_20260415_155620_034,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155620_034/prediction_CB_scale_all_auto_cb_20260415_155620_034.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,192,0.38992168571278296,0.3899216533794201,7.953,rent_mean_7d:44.044609; normal_power_bike_count:10.659341; return_mean_7d:7.817280; hour:6.222084; h3:5.726869,206,0.4035905418751655,0.4035905634673528,8.488,return_mean_7d:51.616859; h3:8.439989; rent_mean_7d:6.454806; hour:5.974573; day_of_week:5.322010,RMSE,RMSE,0.02,10,4.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_155639_035,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155639_035/prediction_CB_scale_all_auto_cb_20260415_155639_035.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,206,0.38917080547825195,0.38917082175810724,7.801,rent_mean_7d:43.433319; normal_power_bike_count:10.748743; return_mean_7d:7.827751; hour:6.335707; h3:5.766446,219,0.40286702039041317,0.40286702344132286,8.846,return_mean_7d:50.820622; h3:8.487510; rent_mean_7d:6.423318; hour:6.352499; day_of_week:5.642035,RMSE,RMSE,0.02,10,5.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_155659_036,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155659_036/prediction_CB_scale_all_auto_cb_20260415_155659_036.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,206,0.38917080547825195,0.38917082175810724,7.781,rent_mean_7d:43.433319; normal_power_bike_count:10.748743; return_mean_7d:7.827751; hour:6.335707; h3:5.766446,219,0.40286702039041317,0.40286702344132286,9.408,return_mean_7d:50.820622; h3:8.487510; rent_mean_7d:6.423318; hour:6.352499; day_of_week:5.642035,RMSE,RMSE,0.02,10,5.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_155719_037,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155719_037/prediction_CB_scale_all_auto_cb_20260415_155719_037.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,131,0.39074238264442857,0.39074236904524545,4.218,rent_mean_7d:52.114286; normal_power_bike_count:11.254582; return_mean_7d:9.151766; h3:4.664096; hour:4.330708,126,0.40364694484205405,0.4036469501790954,5.636,return_mean_7d:61.876569; rent_mean_7d:8.815921; h3:6.887488; hour:3.812767; normal_power_bike_count:3.340229,RMSE,RMSE,0.03,8,3.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_155732_038,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155732_038/prediction_CB_scale_all_auto_cb_20260415_155732_038.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,131,0.39074238264442857,0.39074236904524545,4.614,rent_mean_7d:52.114286; normal_power_bike_count:11.254582; return_mean_7d:9.151766; h3:4.664096; hour:4.330708,126,0.40364694484205405,0.4036469501790954,5.46,return_mean_7d:61.876569; rent_mean_7d:8.815921; h3:6.887488; hour:3.812767; normal_power_bike_count:3.340229,RMSE,RMSE,0.03,8,3.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_155745_039,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155745_039/prediction_CB_scale_all_auto_cb_20260415_155745_039.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,138,0.3904264086940173,0.3904264176348122,5.089,rent_mean_7d:51.425259; normal_power_bike_count:10.917425; return_mean_7d:9.041048; h3:4.840297; hour:4.470879,131,0.40354841165248767,0.40354845632631436,5.868,return_mean_7d:61.256727; rent_mean_7d:8.746641; h3:6.959303; hour:3.910365; normal_power_bike_count:3.529262,RMSE,RMSE,0.03,8,4.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_155759_040,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155759_040/prediction_CB_scale_all_auto_cb_20260415_155759_040.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,138,0.3904264086940173,0.3904264176348122,4.552,rent_mean_7d:51.425259; normal_power_bike_count:10.917425; return_mean_7d:9.041048; h3:4.840297; hour:4.470879,131,0.40354841165248767,0.40354845632631436,5.822,return_mean_7d:61.256727; rent_mean_7d:8.746641; h3:6.959303; hour:3.910365; normal_power_bike_count:3.529262,RMSE,RMSE,0.03,8,4.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_155812_041,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155812_041/prediction_CB_scale_all_auto_cb_20260415_155812_041.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,149,0.3903083631463837,0.3903083525467859,3.863,rent_mean_7d:50.555772; normal_power_bike_count:11.138606; return_mean_7d:8.736109; hour:4.879085; h3:4.759406,129,0.40374676444425883,0.40374673971991654,5.496,return_mean_7d:62.026478; rent_mean_7d:8.738064; h3:6.971390; hour:3.689999; normal_power_bike_count:3.411414,RMSE,RMSE,0.03,8,5.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_155824_042,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155824_042/prediction_CB_scale_all_auto_cb_20260415_155824_042.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,149,0.3903083631463837,0.3903083525467859,4.681,rent_mean_7d:50.555772; normal_power_bike_count:11.138606; return_mean_7d:8.736109; hour:4.879085; h3:4.759406,129,0.40374676444425883,0.40374673971991654,5.236,return_mean_7d:62.026478; rent_mean_7d:8.738064; h3:6.971390; hour:3.689999; normal_power_bike_count:3.411414,RMSE,RMSE,0.03,8,5.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_155836_043,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155836_043/prediction_CB_scale_all_auto_cb_20260415_155836_043.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,138,0.39044814569672825,0.3904482159841721,5.32,rent_mean_7d:48.287680; normal_power_bike_count:11.164698; return_mean_7d:8.461264; hour:5.178021; h3:5.067330,128,0.40352484657375276,0.40352486294680484,5.465,return_mean_7d:56.923421; h3:8.261583; rent_mean_7d:7.006436; hour:4.917545; day_of_week:3.949047,RMSE,RMSE,0.03,9,3.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_155850_044,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155850_044/prediction_CB_scale_all_auto_cb_20260415_155850_044.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,138,0.39044814569672825,0.3904482159841721,5.882,rent_mean_7d:48.287680; normal_power_bike_count:11.164698; return_mean_7d:8.461264; hour:5.178021; h3:5.067330,128,0.40352484657375276,0.40352486294680484,5.749,return_mean_7d:56.923421; h3:8.261583; rent_mean_7d:7.006436; hour:4.917545; day_of_week:3.949047,RMSE,RMSE,0.03,9,3.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_155904_045,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155904_045/prediction_CB_scale_all_auto_cb_20260415_155904_045.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,150,0.390572318242176,0.390572290592216,6.177,rent_mean_7d:47.190369; normal_power_bike_count:11.071366; return_mean_7d:8.352490; hour:5.615897; h3:5.151038,127,0.40406633643032047,0.4040663962881537,5.088,return_mean_7d:56.966750; h3:8.253276; rent_mean_7d:6.988377; hour:4.938826; day_of_week:3.833452,RMSE,RMSE,0.03,9,4.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_155918_046,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155918_046/prediction_CB_scale_all_auto_cb_20260415_155918_046.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,179,0.3905195012166203,0.3905194273139749,5.936,rent_mean_7d:45.182503; normal_power_bike_count:10.811102; return_mean_7d:7.946394; hour:6.284335; h3:5.434758,127,0.40406633643032047,0.4040663962881537,6.904,return_mean_7d:56.966750; h3:8.253276; rent_mean_7d:6.988377; hour:4.938826; day_of_week:3.833452,RMSE,RMSE,0.03,9,4.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_155934_047,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155934_047/prediction_CB_scale_all_auto_cb_20260415_155934_047.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,148,0.3901526239467162,0.3901526267912649,5.012,rent_mean_7d:47.445987; normal_power_bike_count:11.121492; return_mean_7d:8.221233; hour:5.484076; h3:5.199868,128,0.4039750913426001,0.40397507060318943,4.852,return_mean_7d:57.089408; h3:8.144143; rent_mean_7d:7.051313; hour:4.958782; day_of_week:4.127417,RMSE,RMSE,0.03,9,5.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_155947_048,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_155947_048/prediction_CB_scale_all_auto_cb_20260415_155947_048.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,148,0.3901526239467162,0.3901526267912649,5.992,rent_mean_7d:47.445987; normal_power_bike_count:11.121492; return_mean_7d:8.221233; hour:5.484076; h3:5.199868,128,0.4039750913426001,0.40397507060318943,6.858,return_mean_7d:57.089408; h3:8.144143; rent_mean_7d:7.051313; hour:4.958782; day_of_week:4.127417,RMSE,RMSE,0.03,9,5.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160003_049,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160003_049/prediction_CB_scale_all_auto_cb_20260415_160003_049.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,112,0.3911917307169894,0.3911917139139236,4.937,rent_mean_7d:45.734067; normal_power_bike_count:9.957223; return_mean_7d:8.050642; hour:5.904328; available_power_bike_gap:5.863702,123,0.40373095010230026,0.40373094321011105,6.942,return_mean_7d:52.475885; h3:8.309688; rent_mean_7d:6.815521; hour:5.944922; day_of_week:5.351184,RMSE,RMSE,0.03,10,3.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160017_050,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160017_050/prediction_CB_scale_all_auto_cb_20260415_160017_050.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,112,0.3911917307169894,0.3911917139139236,6.1,rent_mean_7d:45.734067; normal_power_bike_count:9.957223; return_mean_7d:8.050642; hour:5.904328; available_power_bike_gap:5.863702,123,0.40373095010230026,0.40373094321011105,6.682,return_mean_7d:52.475885; h3:8.309688; rent_mean_7d:6.815521; hour:5.944922; day_of_week:5.351184,RMSE,RMSE,0.03,10,3.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160033_051,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160033_051/prediction_CB_scale_all_auto_cb_20260415_160033_051.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,136,0.3903696523811353,0.39036964340624425,5.045,rent_mean_7d:43.776502; normal_power_bike_count:10.179988; return_mean_7d:7.743195; hour:6.304188; h3:5.619150,118,0.4035582093591547,0.4035582479825966,7.211,return_mean_7d:53.290464; h3:8.381886; rent_mean_7d:6.790000; hour:5.648403; day_of_week:4.981249,RMSE,RMSE,0.03,10,4.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160048_052,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160048_052/prediction_CB_scale_all_auto_cb_20260415_160048_052.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,136,0.3903696523811353,0.39036964340624425,6.382,rent_mean_7d:43.776502; normal_power_bike_count:10.179988; return_mean_7d:7.743195; hour:6.304188; h3:5.619150,117,0.4038188331646839,0.4038188264175717,6.909,return_mean_7d:53.049928; h3:8.517844; rent_mean_7d:6.854347; hour:5.732829; day_of_week:4.896497,RMSE,RMSE,0.03,10,4.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160104_053,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160104_053/prediction_CB_scale_all_auto_cb_20260415_160104_053.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,125,0.39068038323486703,0.3906803574803974,5.342,rent_mean_7d:44.832153; normal_power_bike_count:10.636636; return_mean_7d:7.959027; hour:5.957098; h3:5.597486,123,0.4033245232694759,0.4033245000006573,6.416,return_mean_7d:52.643862; h3:8.310735; rent_mean_7d:6.778793; hour:5.775337; day_of_week:5.292633,RMSE,RMSE,0.03,10,5.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160118_054,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160118_054/prediction_CB_scale_all_auto_cb_20260415_160118_054.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,125,0.39068038323486703,0.3906803574803974,5.074,rent_mean_7d:44.832153; normal_power_bike_count:10.636636; return_mean_7d:7.959027; hour:5.957098; h3:5.597486,141,0.4032541392621887,0.4032541389115044,7.05,return_mean_7d:50.755234; h3:8.495728; rent_mean_7d:6.640771; hour:6.279975; day_of_week:5.597248,RMSE,RMSE,0.03,10,5.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160133_055,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160133_055/prediction_CB_scale_all_auto_cb_20260415_160133_055.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,77,0.3914163300418891,0.39141631190048015,3.58,rent_mean_7d:51.895268; normal_power_bike_count:11.834746; return_mean_7d:8.887439; h3:4.503229; hour:3.928675,68,0.4045646530912344,0.40456468514573884,5.075,return_mean_7d:64.222331; rent_mean_7d:8.611274; h3:6.665725; normal_power_bike_count:3.423203; hour:3.392452,RMSE,RMSE,0.05,8,3.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160144_056,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160144_056/prediction_CB_scale_all_auto_cb_20260415_160144_056.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,77,0.3914163300418891,0.39141631190048015,2.993,rent_mean_7d:51.895268; normal_power_bike_count:11.834746; return_mean_7d:8.887439; h3:4.503229; hour:3.928675,68,0.4045646530912344,0.40456468514573884,4.57,return_mean_7d:64.222331; rent_mean_7d:8.611274; h3:6.665725; normal_power_bike_count:3.423203; hour:3.392452,RMSE,RMSE,0.05,8,3.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160154_057,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160154_057/prediction_CB_scale_all_auto_cb_20260415_160154_057.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,100,0.3907814291714667,0.39078131530068755,3.797,rent_mean_7d:49.171833; normal_power_bike_count:11.500435; return_mean_7d:8.487183; h3:5.078144; hour:4.825403,68,0.4045188065200685,0.40451876995249925,3.866,return_mean_7d:64.211075; rent_mean_7d:8.615713; h3:6.664316; normal_power_bike_count:3.396527; hour:3.362026,RMSE,RMSE,0.05,8,4.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160204_058,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160204_058/prediction_CB_scale_all_auto_cb_20260415_160204_058.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,100,0.3907814291714667,0.39078131530068755,4.342,rent_mean_7d:49.171833; normal_power_bike_count:11.500435; return_mean_7d:8.487183; h3:5.078144; hour:4.825403,68,0.4045188065200685,0.40451876995249925,4.087,return_mean_7d:64.211075; rent_mean_7d:8.615713; h3:6.664316; normal_power_bike_count:3.396527; hour:3.362026,RMSE,RMSE,0.05,8,4.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160215_059,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160215_059/prediction_CB_scale_all_auto_cb_20260415_160215_059.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,76,0.3912233490597145,0.39122335184511753,3.302,rent_mean_7d:52.096647; normal_power_bike_count:11.883606; return_mean_7d:8.948465; h3:4.473666; hour:3.820306,69,0.4051222257230229,0.40512223698666744,4.02,return_mean_7d:63.777064; rent_mean_7d:8.498779; h3:6.759605; hour:3.614745; normal_power_bike_count:3.577586,RMSE,RMSE,0.05,8,5.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160225_060,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160225_060/prediction_CB_scale_all_auto_cb_20260415_160225_060.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,76,0.3912233490597145,0.39122335184511753,2.612,rent_mean_7d:52.096647; normal_power_bike_count:11.883606; return_mean_7d:8.948465; h3:4.473666; hour:3.820306,95,0.4050679874592031,0.40506795166583615,5.555,return_mean_7d:58.985151; rent_mean_7d:7.934692; h3:7.210042; hour:4.531289; normal_power_bike_count:3.735430,RMSE,RMSE,0.05,8,5.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160236_061,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160236_061/prediction_CB_scale_all_auto_cb_20260415_160236_061.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,73,0.3898561445901231,0.3898561049869453,4.963,rent_mean_7d:49.177434; normal_power_bike_count:11.398866; return_mean_7d:7.933528; hour:5.468179; h3:5.438968,69,0.40350771230283056,0.4035076868600909,4.025,return_mean_7d:57.907067; h3:7.843063; rent_mean_7d:7.497432; hour:5.137160; day_of_week:4.758284,RMSE,RMSE,0.05,9,3.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160249_062,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160249_062/prediction_CB_scale_all_auto_cb_20260415_160249_062.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,73,0.3898561445901231,0.3898561049869453,4.989,rent_mean_7d:49.177434; normal_power_bike_count:11.398866; return_mean_7d:7.933528; hour:5.468179; h3:5.438968,69,0.40350771230283056,0.4035076868600909,5.594,return_mean_7d:57.907067; h3:7.843063; rent_mean_7d:7.497432; hour:5.137160; day_of_week:4.758284,RMSE,RMSE,0.05,9,3.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160302_063,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160302_063/prediction_CB_scale_all_auto_cb_20260415_160302_063.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,81,0.38990998667831217,0.38991002284710247,4.182,rent_mean_7d:48.893984; normal_power_bike_count:11.645712; return_mean_7d:7.545880; h3:5.725578; hour:5.309953,77,0.40388639254930203,0.40388643189762874,4.88,return_mean_7d:57.259904; h3:8.113923; rent_mean_7d:7.265038; hour:5.140715; day_of_week:4.491510,RMSE,RMSE,0.05,9,4.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160314_064,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160314_064/prediction_CB_scale_all_auto_cb_20260415_160314_064.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,105,0.38986474588594155,0.3898647449306125,4.18,rent_mean_7d:45.833280; normal_power_bike_count:11.280521; return_mean_7d:7.033430; hour:6.311423; h3:5.944945,77,0.40388639254930203,0.40388643189762874,5.668,return_mean_7d:57.259904; h3:8.113923; rent_mean_7d:7.265038; hour:5.140715; day_of_week:4.491510,RMSE,RMSE,0.05,9,4.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160327_065,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160327_065/prediction_CB_scale_all_auto_cb_20260415_160327_065.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,81,0.3899533886984901,0.38995344102533497,4.028,rent_mean_7d:47.415796; normal_power_bike_count:11.708822; return_mean_7d:7.942570; hour:5.736596; h3:5.223292,73,0.4040925947744589,0.4040926015510189,5.137,return_mean_7d:58.020657; h3:7.605881; rent_mean_7d:7.237738; hour:4.712952; normal_power_bike_count:4.513262,RMSE,RMSE,0.05,9,5.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
auto_cb_20260415_160339_066,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160339_066/prediction_CB_scale_all_auto_cb_20260415_160339_066.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,81,0.3899533886984901,0.38995344102533497,4.153,rent_mean_7d:47.415796; normal_power_bike_count:11.708822; return_mean_7d:7.942570; hour:5.736596; h3:5.223292,73,0.4040925947744589,0.4040926015510189,5.736,return_mean_7d:58.020657; h3:7.605881; rent_mean_7d:7.237738; hour:4.712952; normal_power_bike_count:4.513262,RMSE,RMSE,0.05,9,5.0,42,GPU,0:1,Iter,30,3000,5,0.2,42,h3
auto_cb_20260415_160351_067,all,battery_swapping_routing_data_train_time70.csv,battery_swapping_routing_data_valid_time30.csv,Training_Results_CatBoost/auto_cb_20260415_160351_067/prediction_CB_scale_all_auto_cb_20260415_160351_067.csv,log,True,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,82,0.38983993182362264,0.38983993181134324,3.582,rent_mean_7d:43.378677; normal_power_bike_count:9.979676; return_mean_7d:7.418220; hour:6.730969; h3:5.832992,82,0.40320411837333997,0.40320412832893754,5.952,return_mean_7d:50.977267; h3:8.229510; rent_mean_7d:6.662839; hour:6.332739; day_of_week:5.510000,RMSE,RMSE,0.05,10,3.0,42,GPU,0:1,Iter,15,3000,5,0.2,42,h3
