grid_id,arrival_time_hrs,batteries_swapped
DEPOT,0.0,0
8940e354da7ffff,0.11165929271018235,2
8940e30b2d3ffff,0.16324224777933705,2
8940e30b2dbffff,0.21420486143922005,1
8940e30b2cbffff,0.24585715272608247,1
8940e30b2cfffff,0.2774408286012044,2
8940e30b257ffff,0.32909346303286885,4
8940e354d23ffff,0.44384231685304115,2
8940e354d2bffff,0.49480359640621036,1
8940e354d77ffff,0.5263855814906816,2
8940e354dabffff,0.5957101519967791,3
DEPOT,0.7624275636643427,0
