grid_id,arrival_time_hrs,batteries_swapped
DEPOT,0.0,0
8940e30b60fffff,0.0,2
8940e30b677ffff,0.2,1
8940e30b2d3ffff,0.0,2
8940e354da7ffff,0.0,2
8940e354dabffff,0.2,2
8940e354d23ffff,0.0,2
8940e354d77ffff,0.0,2
8940e354d2bffff,0.2,1
8940e30b257ffff,0.0,4
8940e30b2cfffff,0.0,2
DEPOT,0.18290185869897832,0
