grid_id,arrival_time_hrs,batteries_swapped
DEPOT,0.0,0
8940e356b6fffff,0.08333333333333333,1
8940e354dabffff,0.16666666666666666,3
8940e354d23ffff,0.25,2
8940e30b2d3ffff,0.3333333333333333,2
8940e30b257ffff,0.4166666666666667,3
8940e30b2cfffff,0.5,2
8940e354987ffff,0.5833333333333334,2
8940e354d77ffff,0.6666666666666666,2
8940e354dbbffff,0.75,1
8940e30b64bffff,0.8333333333333334,1
8940e356b77ffff,0.9166666666666666,1
DEPOT,1.0,0
