grid_id,arrival_time_hrs,batteries_swapped
DEPOT,0.0,0
8940e30b2d3ffff,0.2,2
8940e354d23ffff,0.4,2
8940e354d77ffff,0.6,2
8940e30b60fffff,0.8,2
DEPOT,0.9398918943121882,0
