grid_id,arrival_time_hrs,batteries_swapped
DEPOT,0.0,0
8940e354dabffff,0.0,3
8940e354da7ffff,0.1,2
8940e30b2d3ffff,0.0,2
8940e30b2dbffff,0.1,1
8940e30b257ffff,0.0,4
8940e30b2cfffff,0.1,2
8940e30b2cbffff,0.2,1
8940e354d23ffff,0.0,2
8940e354d77ffff,0.1,2
8940e354d2bffff,0.0,1
DEPOT,0.15461870059321803,0
