grid_id,arrival_time_hrs,batteries_swapped
DEPOT,0.0,0
8940e30b2d3ffff,0.2,3
8940e30b2b3ffff,0.4,1
8940e354d77ffff,0.6,2
8940e354987ffff,0.8,1
DEPOT,0.9847499350765145,0
