iter	RMSE
0	0.8932461429
1	0.8728480793
2	0.8535405639
3	0.8350920447
4	0.8166531101
5	0.7992694189
6	0.7826118989
7	0.7663836324
8	0.7508199457
9	0.7355404233
10	0.7205133346
11	0.7061187568
12	0.6926512008
13	0.6791869565
14	0.6665701962
15	0.6542299173
16	0.6424501677
17	0.6310851957
18	0.6203565544
19	0.6099250822
20	0.5998803083
21	0.5904099104
22	0.5811778559
23	0.5724927557
24	0.5639220848
25	0.5558416964
26	0.5479423179
27	0.5404404659
28	0.5334505779
29	0.5266865407
30	0.5199753154
31	0.5136383069
32	0.5079871394
33	0.5022648442
34	0.4967788699
35	0.491400816
36	0.4863607074
37	0.4819036152
38	0.4773587418
39	0.4728619774
40	0.4685787122
41	0.4646301538
42	0.4607358371
43	0.4571000215
44	0.4536850829
45	0.4503196768
46	0.4471735201
47	0.4444933358
48	0.4415170284
49	0.4388230205
