iter	Passed	Remaining
0	277	2778047
1	310	1554408
2	335	1117015
3	343	858660
4	373	746664
5	381	636062
6	411	587566
7	434	542234
8	446	496164
9	478	477574
10	502	456537
11	517	430791
12	552	424124
13	571	407900
14	607	404647
15	725	452612
16	1404	824873
17	1975	1095604
18	2685	1410516
19	3244	1619002
20	3946	1875145
21	4574	2074864
22	5376	2332050
23	6177	2567733
24	6670	2661575
25	7374	2829044
26	8175	3019904
27	8877	3161643
28	9508	3269288
29	10137	3368914
30	10916	3510635
31	11547	3597141
32	12251	3700427
33	12745	3735805
34	13238	3769117
35	14041	3886499
36	14535	3913883
37	15336	4020575
38	16038	4096274
39	16742	4168785
40	17446	4237722
41	18249	4326977
42	18606	4308490
43	19099	4321753
44	19659	4349013
45	20461	4427763
46	21165	4482206
47	21969	4555046
48	22671	4604130
49	23472	4671069
50	24034	4688629
51	24459	4679220
52	24952	4683040
53	25514	4699332
54	26317	4758750
55	27019	4797888
56	27799	4849225
57	28360	4861454
58	29164	4914002
59	29587	4901600
60	30359	4946602
61	31160	4994757
62	31791	5014521
63	32493	5044606
64	33294	5088968
65	34096	5131968
66	34797	5158883
