iter	RMSE
0	0.9042157605
1	0.8836979661
2	0.8638580377
3	0.844773947
4	0.8263292752
5	0.8087934676
6	0.791784827
7	0.7752831801
8	0.7594347695
9	0.7441400482
10	0.7294897754
11	0.7154663608
12	0.7019172432
13	0.6890581581
14	0.6765956757
15	0.6646005779
16	0.6531233204
17	0.6421613706
18	0.6316721081
19	0.6215892104
20	0.6119752714
21	0.6027047747
22	0.5938052741
23	0.5853866885
24	0.5772649456
25	0.5695146912
26	0.5620042192
27	0.5549487045
28	0.5481481863
29	0.5415690875
30	0.5354553028
31	0.529543722
32	0.5238872518
33	0.5184430265
34	0.5133008451
35	0.5083582854
36	0.5036690353
37	0.4991371838
38	0.4949361362
39	0.4908880846
40	0.4870797932
41	0.4834407202
42	0.4799549881
43	0.4766842252
44	0.4735621593
45	0.4703935102
46	0.4672502616
47	0.4642986603
48	0.4614397794
49	0.4587505706
50	0.4562248061
51	0.4538061151
52	0.4515052999
53	0.4493090864
54	0.4472025898
55	0.44526428
56	0.4434154401
57	0.4416418261
58	0.4399539077
59	0.4383648459
60	0.4368159697
61	0.4353701892
62	0.433996585
63	0.4327159287
64	0.4314828373
65	0.4302321636
66	0.4290379451
67	0.4279905902
68	0.4269318031
69	0.4258029167
70	0.4248219614
71	0.4238741092
72	0.423079375
73	0.4223032974
74	0.421549906
75	0.4206624525
76	0.4199634645
77	0.4192559894
78	0.4185232236
79	0.4178777324
80	0.4172400753
81	0.4165657432
82	0.4160599599
83	0.4155670498
84	0.4150575103
85	0.4146265454
86	0.4141507405
87	0.4137274625
88	0.4131604712
89	0.4127727591
90	0.4122768915
91	0.4118272459
92	0.4114127092
93	0.4110379178
94	0.4106930922
95	0.4104062519
96	0.4101087559
97	0.4098324904
98	0.4094815403
99	0.4092073771
100	0.4089023218
101	0.4086215517
102	0.4083429142
103	0.4080883595
104	0.4078933294
105	0.4076398002
106	0.407262097
107	0.4069563253
108	0.4067151913
109	0.40647278
110	0.406279603
111	0.4060798892
112	0.4059228686
113	0.4056169706
114	0.4054575351
115	0.4052911547
116	0.4050709985
117	0.4049391955
118	0.4046942451
119	0.4043700035
120	0.4041895197
121	0.4039891506
122	0.4038330134
123	0.4036985771
124	0.4035454435
125	0.4033969415
126	0.4032101507
127	0.403062538
128	0.4029345274
129	0.4027993869
130	0.4026847004
131	0.4025055828
132	0.4023691097
133	0.4022756977
134	0.4020438382
135	0.4019367454
136	0.401809505
137	0.4017340448
138	0.4015158713
139	0.4013812934
140	0.4012607971
